form	lemma	xpostag
szőke	szőke	[/Adj][Nom]
bűnös	bűnös	[/Adj][Nom]
leányzót	leányzó	[/N][Acc]
,	,	[Punct]
Mária	Mária	[/N][Nom]
Magdalénát	Magdaléna	[/N][Acc]
.	.	[Punct]
#  ref: doc#679
#  left_length: 30
#  kwic_length: 1
#  right_length: 1
#  sent: A költő 1880-ban egyik napról a másikra feladta a tanárságot , és Lucien Létinois-val , egyik fiává fogadott tanítványával Coulommes-ba költözött , ahol régi vágyát , a kisgazdaéletet  akarta megvalósítani .
A	a	[/Det|Art.Def]
költő	költő	[/N][Nom]
1880-ban	1880	[/Num|Digit][Ine]
egyik	egyik	[/Adj|Pro][Nom]
napról	nap	[/N][Del]
a	a	[/Det|Art.Def]
másikra	másik	[/Adj|Pro][Subl]
feladta	felad	[/V][Pst.Def.3Sg]
a	a	[/Det|Art.Def]
tanárságot	tanárság	[/N][Acc]
,	,	[Punct]
és	és	[/Cnj]
Lucien	Luci	[/Adj][_Manner/Adv]
Létinois-val	Létinois	[/N]
,	,	[Punct]
egyik	egyik	[/Adj|Pro][Nom]
fiává	fiú	[/N][Poss.3Sg][Transl]
fogadott	fogad	[/V][Pst.NDef.3Sg]
tanítványával	tanítvány	[/N][Poss.3Sg][Ins]
Coulommes-ba	Coulommes-	[/N][Ill]
költözött	költözik	[/V][Pst.NDef.3Sg]
,	,	[Punct]
ahol	ahol	[/Adv|Pro|Rel]
régi	régi	[/Adj][Nom]
vágyát	vágy	[/N][Poss.3Sg][Acc]
,	,	[Punct]
a	a	[/Det|Art.Def]
kisgazdaéletet	kisgazdaélet	[/N][Acc]
akarta	akar	[/V][Pst.Def.3Sg]
megvalósítani	megvalósít	[/V][Inf]
.	.	[Punct]
#  ref: doc#717
#  left_length: 5
#  kwic_length: 1
#  right_length: 8
#  sent: Micskei látta , hogy Botos segíteni akar  , de a lány kineveti .
Micskei	Micskei	[/N][Nom]
látta	lát	[/V][Pst.Def.3Sg]
,	,	[Punct]
hogy	hogy	[/Cnj]
Botos	Botos	[/N][Nom]
segíteni	segít	[/V][Inf]
akar	akar	[/V][Prs.NDef.3Sg]
,	,	[Punct]
de	de	[/Cnj]
a	a	[/Det|Art.Def]
lány	lány	[/N][Nom]
kineveti	kinevet	[/V][Prs.Def.3Sg]
.	.	[Punct]
#  ref: doc#734
#  left_length: 38
#  kwic_length: 1
#  right_length: 1
#  sent: S ettől az időtől kezdve már új életet éltem , de már nem az apám , hanem egy szegény óriás szolgálatában , akinek millió feje volt , s akit én Isten és a világ előtt királlyá  akartam tenni .
S	s	[/Cnj]
ettől	ez	[/Det|Pro][Abl]
az	az	[/Det|Art.Def]
időtől	idő	[/N][Abl]
kezdve	kezd	[/V][_AdvPtcp/Adv]
már	már	[/Adv]
új	új	[/Adj][Nom]
életet	élet	[/N][Acc]
éltem	él	[/V][Pst.NDef.1Sg]
,	,	[Punct]
de	de	[/Cnj]
már	már	[/Adv]
nem	nem	[/Adv]
az	az	[/Det|Art.Def]
apám	apa	[/N][Poss.1Sg][Nom]
,	,	[Punct]
hanem	hanem	[/Cnj]
egy	egy	[/Det|Art.NDef]
szegény	szegény	[/Adj][Nom]
óriás	óriás	[/N][Nom]
szolgálatában	szolgálat	[/N][Poss.3Sg][Ine]
,	,	[Punct]
akinek	aki	[/N|Pro|Rel][Dat]
millió	millió	[/Num][Nom]
feje	fej	[/N][Poss.3Sg][Nom]
volt	van	[/V][Pst.NDef.3Sg]
,	,	[Punct]
s	s	[/Cnj]
akit	aki	[/N|Pro|Rel][Acc]
én	én	[/N|Pro][1Sg][Nom]
Isten	isten	[/N][Nom]
és	és	[/Cnj]
a	a	[/Det|Art.Def]
világ	világ	[/N][Nom]
előtt	előtt	[/Post]
királlyá	király	[/N][Transl]
akartam	akar	[/V][Pst.NDef.1Sg]
tenni	tesz	[/V][Inf]
.	.	[Punct]
#  ref: doc#738
#  left_length: 7
#  kwic_length: 1
#  right_length: 5
#  sent: A zsidó nem  akar  ilyen lenni , hanem inkább taktikázik .
A	a	[/Det|Art.Def]
zsidó	zsidó	[/Adj][Nom]
nem	nem	[/Adv]
akar	akar	[/V][Prs.NDef.3Sg]
ilyen	ilyen	[/Adj|Pro][Nom]
lenni	lesz	[/V][Inf]
,	,	[Punct]
hanem	hanem	[/Cnj]
inkább	inkább	[/Adv]
taktikázik	taktikázik	[/V][Prs.NDef.3Sg]
.	.	[Punct]
#  ref: doc#738
#  left_length: 34
#  kwic_length: 1
#  right_length: 11
#  sent: Egyszer az a szemtelen , gazdag csizmadia jön , mintha a szerelem és a hitvesi hűség pénz dolga volna ; máskor pedig az a kitartó Mátyás forog a ház körül , nem  akarván megérteni végre , hogy neki ura van , akit szívből szeret ...
Egyszer	egyszer	[/Adv]
az	az	[/Det|Pro][Nom]
a	a	[/Det|Art.Def]
szemtelen	szemtelen	[/Adj][Nom]
,	,	[Punct]
gazdag	gazdag	[/Adj][Nom]
csizmadia	csizmadia	[/N][Nom]
jön	jön	[/V][Prs.NDef.3Sg]
,	,	[Punct]
mintha	mintha	[/Cnj]
a	a	[/Det|Art.Def]
szerelem	szerelem	[/N][Nom]
és	és	[/Cnj]
a	a	[/Det|Art.Def]
hitvesi	hitvesi	[/Adj][Nom]
hűség	hűség	[/N][Nom]
pénz	pénz	[/N][Nom]
dolga	dolog	[/N][Poss.3Sg][Nom]
volna	van	[/V][Cond.NDef.3Sg]
;	;	[Punct]
máskor	máskor	[/Adv|Pro]
pedig	pedig	[/Cnj]
az	az	[/Det|Pro][Nom]
a	a	[/Det|Art.Def]
kitartó	kitartó	[/Adj][Nom]
Mátyás	Mátyás	[/N][Nom]
forog	forog	[/V][Prs.NDef.3Sg]
a	a	[/Det|Art.Def]
ház	ház	[/N][Nom]
körül	körül	[/Post]
,	,	[Punct]
nem	nem	[/Adv]
akarván	akar	[/V][_AdvPerfPtcp/Adv]
megérteni	megért	[/V][Inf]
végre	végre	[/Adv]
,	,	[Punct]
hogy	hogy	[/Cnj]
neki	neki	[/Adv]
ura	úr	[/N][Poss.3Sg][Nom]
van	van	[/V][Prs.NDef.3Sg]
,	,	[Punct]
akit	aki	[/N|Pro|Rel][Acc]
szívből	szív	[/N][Ela]
szeret	szeret	[/V][Prs.NDef.3Sg]
...	...	[Punct]
#  ref: doc#739
#  left_length: 7
#  kwic_length: 1
#  right_length: 13
#  sent: Odaugrott a varjú : bíró  akart lenni , Úgy megvágta egy vén tyúk : föl sem tudott kelni ! "
Odaugrott	odaugrik	[/V][Pst.NDef.3Sg]
a	a	[/Det|Art.Def]
varjú	varjú	[/N][Nom]
:	:	[Punct]
bíró	bíró	[/N][Nom]
akart	akar	[/V][Pst.NDef.3Sg]
lenni	lesz	[/V][Inf]
,	,	[Punct]
Úgy	úgy	[/Adv|Pro]
megvágta	megvág	[/V][Pst.Def.3Sg]
egy	egy	[/Det|Art.NDef]
vén	vén	[/Adj][Nom]
tyúk	tyúk	[/N][Nom]
:	:	[Punct]
föl	föl	[/Prev]
sem	sem	[/Adv]
tudott	tud	[/V][Pst.NDef.3Sg]
kelni	kel	[/V][Inf]
!	!	[Punct]
"	"	[Punct]
#  ref: doc#901
#  left_length: 19
#  kwic_length: 1
#  right_length: 14
#  sent: Tehát azért kérem , vigyázzunk arra , hogy mit beszélünk , és ha nyilvános vitában  akarjuk  ezt tisztázni ( A gép jelzi az időkeret leteltét . ) , akkor készüljünk fel !
Tehát	tehát	[/Cnj]
azért	azért	[/Adv|Pro]
kérem	kér	[/V][Prs.Def.1Sg]
,	,	[Punct]
vigyázzunk	vigyáz	[/V][Sbjv.NDef.1Pl]
arra	az	[/Det|Pro][Subl]
,	,	[Punct]
hogy	hogy	[/Cnj]
mit	mi	[/N|Pro|Int][Acc]
beszélünk	beszél	[/V][Prs.NDef.1Pl]
,	,	[Punct]
és	és	[/Cnj]
ha	ha	[/Cnj]
nyilvános	nyilvános	[/Adj][Nom]
vitában	vita	[/N][Ine]
akarjuk	akar	[/V][Prs.Def.1Pl]
ezt	ez	[/Det|Pro][Acc]
tisztázni	tisztáz	[/V][Inf]
(	(	[Punct]
A	a	[/Det|Art.Def]
gép	gép	[/N][Nom]
jelzi	jelez	[/V][Prs.Def.3Sg]
az	az	[/Det|Art.Def]
időkeret	időkeret	[/N][Nom]
leteltét	letelte	[/N][Poss.3Sg][Acc]
.	.	[Punct]
)	)	[Punct]
,	,	[Punct]
akkor	akkor	[/Adv|Pro]
készüljünk	készül	[/V][Sbjv.NDef.1Pl]
fel	fel	[/Prev]
!	!	[Punct]
#  ref: doc#901
#  left_length: 41
#  kwic_length: 1
#  right_length: 3
#  sent: Mi úgy gondoljuk , hogy Budapesten a villamosközlekedés , ha nem is a legjobb , de az a romlási folyamat , amely jellemezte néhány éve , megállt , és olyan projekteknek vagyunk most szemtanúi , amelyek egy picit vissza  akarják állítani a villamosközlekedést .
Mi	mi	[/N|Pro][1Pl][Nom]
úgy	úgy	[/Adv|Pro]
gondoljuk	gondol	[/V][Prs.Def.1Pl]
,	,	[Punct]
hogy	hogy	[/Cnj]
Budapesten	Budapest	[/N][Supe]
a	a	[/Det|Art.Def]
villamosközlekedés	villamosközlekedés	[/N][Nom]
,	,	[Punct]
ha	ha	[/Cnj]
nem	nem	[/Adv]
is	is	[/Adv]
a	a	[/Det|Art.Def]
legjobb	jó	[/Supl][/Adj][_Comp/Adj][Nom]
,	,	[Punct]
de	de	[/Cnj]
az	az	[/Det|Pro][Nom]
a	a	[/Det|Art.Def]
romlási	romlási	[/Adj][Nom]
folyamat	folyamat	[/N][Nom]
,	,	[Punct]
amely	amely	[/N|Pro|Rel][Nom]
jellemezte	jellemez	[/V][Pst.Def.3Sg]
néhány	néhány	[/Num][Nom]
éve	év	[/N][Poss.3Sg][Nom]
,	,	[Punct]
megállt	megáll	[/V][Pst.NDef.3Sg]
,	,	[Punct]
és	és	[/Cnj]
olyan	olyan	[/Adj|Pro][Nom]
projekteknek	projekt	[/N][Pl][Dat]
vagyunk	van	[/V][Prs.NDef.1Pl]
most	most	[/Adv]
szemtanúi	szemtanú	[/N][Pl.Poss.3Sg][Nom]
,	,	[Punct]
amelyek	amely	[/N|Pro|Rel][Pl][Nom]
egy	egy	[/Det|Art.NDef]
picit	pici	[/Adj][Acc]
vissza	vissza	[/Prev]
akarják	akar	[/V][Prs.Def.3Pl]
állítani	állít	[/V][Inf]
a	a	[/Det|Art.Def]
villamosközlekedést	villamosközlekedés	[/N][Acc]
.	.	[Punct]
#  ref: doc#918
#  left_length: 11
#  kwic_length: 1
#  right_length: 11
#  sent: Ezt a szabadságot , úgy látszik , sehogy sem  akarják elviselni azok , akik a nemzet feletti kétpólúsú nagy humbugot kidolgozták .
Ezt	ez	[/Det|Pro][Acc]
a	a	[/Det|Art.Def]
szabadságot	szabadság	[/N][Acc]
,	,	[Punct]
úgy	úgy	[/Adv|Pro]
látszik	látszik	[/V][Prs.NDef.3Sg]
,	,	[Punct]
sehogy	sehogy	[/Adv|Pro]
sem	sem	[/Adv]
akarják	akar	[/V][Prs.Def.3Pl]
elviselni	elvisel	[/V][Inf]
azok	az	[/Det|Pro][Pl][Nom]
,	,	[Punct]
akik	aki	[/N|Pro|Rel][Pl][Nom]
a	a	[/Det|Art.Def]
nemzet	nemzet	[/N][Nom]
feletti	feletti	[/Adj][Nom]
kétpólúsú	kétpólúsú	[/Adj][Nom]
nagy	nagy	[/Adj][Nom]
humbugot	humbug	[/N][Acc]
kidolgozták	kidolgoz	[/V][Pst.Def.3Pl]
.	.	[Punct]
#  ref: doc#918
#  left_length: 16
#  kwic_length: 1
#  right_length: 45
#  sent: Ugyanis azt mondja - minden későbbi , olyan parlamenti döntésnél , amikor is ellenőrzést  akarunk szigorítani , és ezt az ellenőrzést valamilyen adminisztratív eszközzel tudjuk csak megcsinálni , és valamilyen terméket ennek hatálya alá vonunk -: aha , jó trükk , a következő lépés az lesz , hogyha ezt a terméket is ellenőrzik , akkor újabb adót fognak rá kivetni !
Ugyanis	ugyanis	[/Cnj]
azt	az	[/Det|Pro][Acc]
mondja	mond	[/V][Prs.Def.3Sg]
-	-	[Punct]
minden	minden	[/N|Pro][Nom]
későbbi	későbbi	[/Adj][Nom]
,	,	[Punct]
olyan	olyan	[/Adj|Pro][Nom]
parlamenti	parlamenti	[/Adj][Nom]
döntésnél	döntés	[/N][Ade]
,	,	[Punct]
amikor	amikor	[/Adv|Pro|Rel]
is	is	[/Adv]
ellenőrzést	ellenőrzés	[/N][Acc]
akarunk	akar	[/V][Prs.NDef.1Pl]
szigorítani	szigorít	[/V][Inf]
,	,	[Punct]
és	és	[/Cnj]
ezt	ez	[/Det|Pro][Acc]
az	az	[/Det|Art.Def]
ellenőrzést	ellenőrzés	[/N][Acc]
valamilyen	valamilyen	[/Adj|Pro][Nom]
adminisztratív	adminisztratív	[/Adj][Nom]
eszközzel	eszköz	[/N][Ins]
tudjuk	tud	[/V][Prs.Def.1Pl]
csak	csak	[/Adv]
megcsinálni	megcsinál	[/V][Inf]
,	,	[Punct]
és	és	[/Cnj]
valamilyen	valamilyen	[/Adj|Pro][Nom]
terméket	termék	[/N][Acc]
ennek	ez	[/Det|Pro][Dat]
hatálya	hatály	[/N][Poss.3Sg][Nom]
alá	alá	[/Post]
vonunk	von	[/V][Prs.NDef.1Pl]
-:	-:	[Punct]
aha	aha	[/Inj-Utt]
,	,	[Punct]
jó	jó	[/Adj][Nom]
trükk	trükk	[/N][Nom]
,	,	[Punct]
a	a	[/Det|Art.Def]
következő	következő	[/Adj][Nom]
lépés	lépés	[/N][Nom]
az	az	[/Det|Pro][Nom]
lesz	lesz	[/V][Prs.NDef.3Sg]
,	,	[Punct]
hogyha	hogyha	[/Cnj]
ezt	ez	[/Det|Pro][Acc]
a	a	[/Det|Art.Def]
terméket	termék	[/N][Acc]
is	is	[/Adv]
ellenőrzik	ellenőriz	[/V][Prs.Def.3Pl]
,	,	[Punct]
akkor	akkor	[/Adv|Pro]
újabb	új	[/Adj][_Comp/Adj][Nom]
adót	adó	[/N][Acc]
fognak	fog	[/V][Prs.NDef.3Pl]
rá	rá	[/Prev]
kivetni	kivet	[/V][Inf]
!	!	[Punct]
#  ref: doc#974
#  left_length: 3
#  kwic_length: 1
#  right_length: 1
#  sent: Erről  akartam beszélni .
Erről	ez	[/Det|Pro][Del]
akartam	akar	[/V][Pst.NDef.1Sg]
beszélni	beszél	[/V][Inf]
.	.	[Punct]
#  ref: doc#975
#  left_length: 6
#  kwic_length: 1
#  right_length: 1
#  sent: Csak a történés jelzésértékét  akarom hangsúlyozni .
Csak	csak	[/Adv]
a	a	[/Det|Art.Def]
történés	történés	[/N][Nom]
jelzésértékét	jelzésérték	[/N][Poss.3Sg][Acc]
akarom	akar	[/V][Prs.Def.1Sg]
hangsúlyozni	hangsúlyoz	[/V][Inf]
.	.	[Punct]
#  ref: doc#976
#  left_length: 20
#  kwic_length: 1
#  right_length: 5
#  sent: Jelentkező éppen mindig akadt , de vagy csak " azt " akarták , vagy a pénzt , és ráadásul még parancsolgatni is  akartak  .
Jelentkező	jelentkező	[/N][Nom]
éppen	éppen	[/Adv]
mindig	mindig	[/Adv]
akadt	akad	[/V][Pst.NDef.3Sg]
,	,	[Punct]
de	de	[/Cnj]
vagy	vagy	[/Cnj]
csak	csak	[/Adv]
"	"	[Punct]
azt	az	[/Det|Pro][Acc]
"	"	[Punct]
akarták	akar	[/V][Pst.Def.3Pl]
,	,	[Punct]
vagy	vagy	[/Cnj]
a	a	[/Det|Art.Def]
pénzt	pénz	[/N][Acc]
,	,	[Punct]
és	és	[/Cnj]
ráadásul	ráadás	[/N][Ess]
még	még	[/Adv]
parancsolgatni	parancsol	[/V][_Freq/V][Inf]
is	is	[/Adv]
akartak	akar	[/V][Pst.NDef.3Pl]
.	.	[Punct]
#  ref: doc#977
#  left_length: 21
#  kwic_length: 1
#  right_length: 1
#  sent: Kishasi javaslatáról jutott eszembe az a könyv , amit már egy régebbi topicban ajánlottam , a címe : Európai  akarsz lenni ?
Kishasi	kishasi	[/Adj][Nom]
javaslatáról	javaslat	[/N][Poss.3Sg][Del]
jutott	jut	[/V][Pst.NDef.3Sg]
eszembe	ész	[/N][Poss.1Sg][Ill]
az	az	[/Det|Pro][Nom]
a	a	[/Det|Art.Def]
könyv	könyv	[/N][Nom]
,	,	[Punct]
amit	ami	[/N|Pro|Rel][Acc]
már	már	[/Adv]
egy	egy	[/Det|Art.NDef]
régebbi	régi	[/Adj][_Comp/Adj][Nom]
topicban	topic	[/N][Ine]
ajánlottam	ajánl	[/V][Pst.Def.1Sg]
,	,	[Punct]
a	a	[/Det|Art.Def]
címe	cím	[/N][Poss.3Sg][Nom]
:	:	[Punct]
Európai	európai	[/Adj][Nom]
akarsz	akar	[/V][Prs.NDef.2Sg]
lenni	lesz	[/V][Inf]
?	?	[Punct]
#  ref: doc#982
#  left_length: 12
#  kwic_length: 1
#  right_length: 3
#  sent: Igaz ő egy művész , s mint olyan az leget  akarja elérni a fagylaltjaival .
Igaz	igaz	[/Adj][Nom]
ő	ő	[/N|Pro][3Sg][Nom]
egy	egy	[/Det|Art.NDef]
művész	művész	[/N][Nom]
,	,	[Punct]
s	s	[/Cnj]
mint	mint	[/Cnj]
olyan	olyan	[/Adj|Pro][Nom]
az	az	[/Det|Art.Def]
leget	leg	[/N][Acc]
akarja	akar	[/V][Prs.Def.3Sg]
elérni	elér	[/V][Inf]
a	a	[/Det|Art.Def]
fagylaltjaival	fagylalt	[/N][Pl.Poss.3Sg][Ins]
.	.	[Punct]
#  ref: doc#986
#  left_length: 9
#  kwic_length: 1
#  right_length: 17
#  sent: / Itt az izraelita-antiszemita szembeállítással csak azt  akarom érzékeltetni milyen széles is ez a támogatottság / Ekkora bázisnak nem lehet egy időn túl egyszerre politizálni .
/	/	[Hyph:Slash]
Itt	itt	[/Adv|Pro]
az	az	[/Det|Art.Def]
izraelita-antiszemita	izraelita-antiszemita	[/Adj][Nom]
szembeállítással	szembeállítás	[/N][Ins]
csak	csak	[/Adv]
azt	az	[/Det|Pro][Acc]
akarom	akar	[/V][Prs.Def.1Sg]
érzékeltetni	érzékel	[/V][_Caus/V][Inf]
milyen	milyen	[/Adj|Pro|Int][Nom]
széles	széles	[/Adj][Nom]
is	is	[/Adv]
ez	ez	[/Det|Pro][Nom]
a	a	[/Det|Art.Def]
támogatottság	támogatottság	[/N][Nom]
/	/	[Hyph:Slash]
Ekkora	ekkora	[/Adj|Pro][Nom]
bázisnak	bázis	[/N][Dat]
nem	nem	[/Adv]
lehet	van	[/V][_Mod/V][Prs.NDef.3Sg]
egy	egy	[/Num][Nom]
időn	idő	[/N][Supe]
túl	túl	[/Post|(Supe)]
egyszerre	egyszerre	[/Adv]
politizálni	politizál	[/V][Inf]
.	.	[Punct]
#  ref: doc#986
#  left_length: 5
#  kwic_length: 1
#  right_length: 21
#  sent: Prücsök ! em  akarom kiforgatni a szavaidat ... de Te akkor a személyiséged " rovására " öltözködsz , úgy ahogy ... csakhogy megnézzenek a hapsik ?
Prücsök	prücsök	[/N][Nom]
!	!	[Punct]
em	e	[/N][Nom]
akarom	akar	[/V][Prs.Def.1Sg]
kiforgatni	kiforgat	[/V][Inf]
a	a	[/Det|Art.Def]
szavaidat	szó	[/N][Pl.Poss.2Sg][Acc]
...	...	[Punct]
de	de	[/Cnj]
Te	te	[/N|Pro][2Sg][Nom]
akkor	akkor	[/Adv|Pro]
a	a	[/Det|Art.Def]
személyiséged	személyiség	[/N][Poss.2Sg][Nom]
"	"	[Punct]
rovására	rovás	[/N][Poss.3Sg][Subl]
"	"	[Punct]
öltözködsz	öltözködik	[/V][Prs.NDef.2Sg]
,	,	[Punct]
úgy	úgy	[/Adv|Pro]
ahogy	ahogy	[/Adv|Pro|Rel]
...	...	[Punct]
csakhogy	csakhogy	[/Cnj]
megnézzenek	megnéz	[/V][Sbjv.NDef.3Pl]
a	a	[/Det|Art.Def]
hapsik	hapsi	[/N][Pl][Nom]
?	?	[Punct]
#  ref: doc#987
#  left_length: 7
#  kwic_length: 1
#  right_length: 1
#  sent: Te most meg  akarsz  engem vesztegetni ?
Te	te	[/N|Pro][2Sg][Nom]
most	most	[/Adv]
meg	meg	[/Prev]
akarsz	akar	[/V][Prs.NDef.2Sg]
engem	én	[/N|Pro][1Sg][Acc]
vesztegetni	veszteget	[/V][Inf]
?	?	[Punct]
#  ref: doc#990
#  left_length: 19
#  kwic_length: 1
#  right_length: 2
#  sent: A Fidesz annyira rettegett attól , hogy Illésből miniszter lehet , hogy még a tárcát is meg  akarták szüntetni májusban .
A	a	[/Det|Art.Def]
Fidesz	Fidesz	[/N][Nom]
annyira	annyira	[/Adv|Pro]
rettegett	retteg	[/V][Pst.NDef.3Sg]
attól	az	[/Det|Pro][Abl]
,	,	[Punct]
hogy	hogy	[/Cnj]
Illésből	Illés	[/N][Ela]
miniszter	miniszter	[/N][Nom]
lehet	van	[/V][_Mod/V][Prs.NDef.3Sg]
,	,	[Punct]
hogy	hogy	[/Cnj]
még	még	[/Adv]
a	a	[/Det|Art.Def]
tárcát	tárca	[/N][Acc]
is	is	[/Adv]
meg	meg	[/Prev]
akarták	akar	[/V][Pst.Def.3Pl]
szüntetni	szüntet	[/V][Inf]
májusban	május	[/N][Ine]
.	.	[Punct]
#  ref: doc#990
#  left_length: 22
#  kwic_length: 1
#  right_length: 1
#  sent: Namármost aki egy ilyen darabot felvesz , az nem azért veszi fel , mert ízlésesen , célszerűen , esetleg igényesen  akar öltözni .
Namármost	namármost	[/Adv]
aki	aki	[/N|Pro|Rel][Nom]
egy	egy	[/Det|Art.NDef]
ilyen	ilyen	[/Adj|Pro][Nom]
darabot	darab	[/N][Acc]
felvesz	felvesz	[/V][Prs.NDef.3Sg]
,	,	[Punct]
az	az	[/Det|Pro][Nom]
nem	nem	[/Adv]
azért	azért	[/Adv|Pro]
veszi	vesz	[/V][Prs.Def.3Sg]
fel	fel	[/Prev]
,	,	[Punct]
mert	mert	[/Cnj]
ízlésesen	ízléses	[/Adj][_Manner/Adv]
,	,	[Punct]
célszerűen	célszerű	[/Adj][_Manner/Adv]
,	,	[Punct]
esetleg	esetleg	[/Adv]
igényesen	igényes	[/Adj][_Manner/Adv]
akar	akar	[/V][Prs.NDef.3Sg]
öltözni	öltözik	[/V][Inf]
.	.	[Punct]
#  ref: doc#991
#  left_length: 9
#  kwic_length: 1
#  right_length: 8
#  sent: Állítólag a Xavér is át  akarja  magát operáltatni , hogy hivatalosan is a Fridié lehessen !
Állítólag	állítólag	[/Adv]
a	a	[/Det|Art.Def]
Xavér	Xavér	[/N][Nom]
is	is	[/Adv]
át	át	[/Prev]
akarja	akar	[/V][Prs.Def.3Sg]
magát	maga	[/N|Pro][3Sg][Acc]
operáltatni	operál	[/V][_Caus/V][Inf]
,	,	[Punct]
hogy	hogy	[/Cnj]
hivatalosan	hivatalos	[/Adj][_Manner/Adv]
is	is	[/Adv]
a	a	[/Det|Art.Def]
Fridié	Fridi	[/N][AnP][Nom]
lehessen	van	[/V][_Mod/V][Sbjv.NDef.3Sg]
!	!	[Punct]
#  ref: doc#994
#  left_length: 31
#  kwic_length: 1
#  right_length: 9
#  sent: Egyébként -hogy tisztán láss mentés kérdésekben is- elárulhatom , hogy Vanek kockásfülü nyuszikát akarja megmenteni a házasság borzalmaitól , én pedig -eme topic-nyitással- Vaneket , a drága jótét lelket  akarom megmenteni az agglegények unalmas , szürke , sanyarú sorsától .
Egyébként	egyébként	[/Adv]
-hogy	-ahogy	[/Adv|Pro|Rel]
tisztán	tisztán	[/Adv]
láss	lát	[/V][Sbjv.NDef.2Sg]
mentés	mentés	[/Adj][Nom]
kérdésekben	kérdés	[/N][Pl][Ine]
is-	is	[/N][Nom][Hyph:Hyph]
elárulhatom	elárul	[/V][_Mod/V][Prs.Def.1Sg]
,	,	[Punct]
hogy	hogy	[/Cnj]
Vanek	Vanek	[/N][Nom]
kockásfülü	kockásfülü	[/N][Nom]
nyuszikát	nyuszika	[/N][Acc]
akarja	akar	[/V][Prs.Def.3Sg]
megmenteni	megment	[/V][Inf]
a	a	[/Det|Art.Def]
házasság	házasság	[/N][Nom]
borzalmaitól	borzalom	[/N][Pl.Poss.3Sg][Abl]
,	,	[Punct]
én	én	[/N|Pro][1Sg][Nom]
pedig	pedig	[/Cnj]
-eme	-eem	[/N][Poss.3Sg][Nom]
topic-nyitással-	topic-nyitással-	[/N][Nom]
Vaneket	Vanek	[/N][Acc]
,	,	[Punct]
a	a	[/Det|Art.Def]
drága	drága	[/Adj][Nom]
jótét	jótét	[/N][Nom]
lelket	lélek	[/N][Acc]
akarom	akar	[/V][Prs.Def.1Sg]
megmenteni	megment	[/V][Inf]
az	az	[/Det|Art.Def]
agglegények	agglegény	[/N][Pl][Nom]
unalmas	unalmas	[/Adj][Nom]
,	,	[Punct]
szürke	szürke	[/Adj][Nom]
,	,	[Punct]
sanyarú	sanyarú	[/Adj][Nom]
sorsától	sors	[/N][Poss.3Sg][Abl]
.	.	[Punct]
#  ref: doc#998
#  left_length: 5
#  kwic_length: 1
#  right_length: 8
#  sent: A hídra mászók többsége nem leugrani akar  , hanem egy kis figyelmet .
A	a	[/Det|Art.Def]
hídra	híd	[/N][Subl]
mászók	mászó	[/Adj][Pl][Nom]
többsége	többség	[/N][Poss.3Sg][Nom]
nem	nem	[/Adv]
leugrani	leugrik	[/V][Inf]
akar	akar	[/V][Prs.NDef.3Sg]
,	,	[Punct]
hanem	hanem	[/Cnj]
egy	egy	[/Det|Art.NDef]
kis	kis	[/Adj|Attr][Nom]
figyelmet	figyelem	[/N][Acc]
.	.	[Punct]
#  ref: doc#1006
#  left_length: 15
#  kwic_length: 1
#  right_length: 1
#  sent: De hát mi a biztosíték arra , hogy téged tényleg a saját csapatkapíitányod  akar beszervezni ?
De	de	[/Cnj]
hát	hát	[/Cnj]
mi	mi	[/N|Pro|Int][Nom]
a	a	[/Det|Art.Def]
biztosíték	biztosíték	[/N][Nom]
arra	az	[/Det|Pro][Subl]
,	,	[Punct]
hogy	hogy	[/Cnj]
téged	te	[/N|Pro][2Sg][Acc]
tényleg	tényleg	[/Adv]
a	a	[/Det|Art.Def]
saját	saját	[/Adj][Nom]
csapatkapíitányod	csapatkapíitányod	[/N][Nom]
akar	akar	[/V][Prs.NDef.3Sg]
beszervezni	beszervez	[/V][Inf]
?	?	[Punct]
#  ref: doc#1014
#  left_length: 15
#  kwic_length: 1
#  right_length: 13
#  sent: Ez nem azt jelenti , hogy meg szeretnék ( vagy pláne  akarok  ) halni , sőt , nagyon szeretek élni , csak tisztáztam az ügyet magammal .
Ez	ez	[/Det|Pro][Nom]
nem	nem	[/Adv]
azt	az	[/Det|Pro][Acc]
jelenti	jelent	[/V][Prs.Def.3Sg]
,	,	[Punct]
hogy	hogy	[/Cnj]
meg	meg	[/Prev]
szeretnék	szeret	[/V][Cond.NDef.1Sg]
(	(	[Punct]
vagy	vagy	[/Cnj]
pláne	pláne	[/Adv]
akarok	akar	[/V][Prs.NDef.1Sg]
)	)	[Punct]
halni	hal	[/V][Inf]
,	,	[Punct]
sőt	sőt	[/Cnj]
,	,	[Punct]
nagyon	nagyon	[/Adv]
szeretek	szeret	[/V][Prs.NDef.1Sg]
élni	él	[/V][Inf]
,	,	[Punct]
csak	csak	[/Adv]
tisztáztam	tisztáz	[/V][Pst.Def.1Sg]
az	az	[/Det|Art.Def]
ügyet	ügy	[/N][Acc]
magammal	maga	[/N|Pro][1Sg][Ins]
.	.	[Punct]
#  ref: doc#1016
#  left_length: 10
#  kwic_length: 1
#  right_length: 21
